CITY,UF,IGR,CITY_STANDARD
São Pedro das Missões,RS,Palmeira das Missões,SAO PEDRO DAS MISSOES
São Pedro do Butiá,RS,Cerro Largo,SAO PEDRO DO BUTIA
São Pedro do Sul,RS,Santa Maria,SAO PEDRO DO SUL
São Sebastião do Caí,RS,Novo Hamburgo - São Leopoldo,SAO SEBASTIAO DO CAI
São Sepé,RS,Santa Maria,SAO SEPE
São Valentim,RS,Erechim,SAO VALENTIM
São Valentim do Sul,RS,Bento Gonçalves,SAO VALENTIM DO SUL
São Valério do Sul,RS,Ijuí,SAO VALERIO DO SUL
São Vendelino,RS,Novo Hamburgo - São Leopoldo,SAO VENDELINO
São Vicente do Sul,RS,Santa Maria,SAO VICENTE DO SUL
Sapiranga,RS,Novo Hamburgo - São Leopoldo,SAPIRANGA
Sapucaia do Sul,RS,Porto Alegre,SAPUCAIA DO SUL
Sarandi,RS,Carazinho,SARANDI
Seberi,RS,Frederico Westphalen,SEBERI
Sede Nova,RS,Três Passos,SEDE NOVA
Segredo,RS,Sobradinho,SEGREDO
Selbach,RS,Cruz Alta,SELBACH
Senador Salgado Filho,RS,Santa Rosa,SENADOR SALGADO FILHO
Sentinela do Sul,RS,Camaquã,SENTINELA DO SUL
Serafina Corrêa,RS,Nova Prata - Guaporé,SERAFINA CORREA
Sério,RS,Lajeado,SERIO
Sertão,RS,Passo Fundo,SERTAO
Sertão Santana,RS,Porto Alegre,SERTAO SANTANA
Sete de Setembro,RS,Santo Ângelo,SETE DE SETEMBRO
Severiano de Almeida,RS,Erechim,SEVERIANO DE ALMEIDA
Silveira Martins,RS,Santa Maria,SILVEIRA MARTINS
Sinimbu,RS,Santa Cruz do Sul,SINIMBU
Sobradinho,RS,Sobradinho,SOBRADINHO
Soledade,RS,Soledade,SOLEDADE
Tabaí,RS,Lajeado,TABAI
Tapejara,RS,Tapejara - Sananduva,TAPEJARA
Tapera,RS,Passo Fundo,TAPERA
Tapes,RS,Camaquã,TAPES
Taquara,RS,Taquara - Parobé - Igrejinha,TAQUARA
Taquari,RS,Lajeado,TAQUARI
Taquaruçu do Sul,RS,Frederico Westphalen,TAQUARUCU DO SUL
Tavares,RS,Porto Alegre,TAVARES
Tenente Portela,RS,Três Passos,TENENTE PORTELA
Terra de Areia,RS,Tramandaí - Osório,TERRA DE AREIA
Teutônia,RS,Lajeado,TEUTONIA
Tio Hugo,RS,Passo Fundo,TIO HUGO
Tiradentes do Sul,RS,Três Passos,TIRADENTES DO SUL
Toropi,RS,Santa Maria,TOROPI
Torres,RS,Torres,TORRES
Tramandaí,RS,Tramandaí - Osório,TRAMANDAI
Travesseiro,RS,Lajeado,TRAVESSEIRO
Três Arroios,RS,Erechim,TRES ARROIOS
Três Cachoeiras,RS,Torres,TRES CACHOEIRAS
Três Coroas,RS,Taquara - Parobé - Igrejinha,TRES COROAS
Três de Maio,RS,Três de Maio,TRES DE MAIO
Três Forquilhas,RS,Torres,TRES FORQUILHAS
Três Palmeiras,RS,Passo Fundo,TRES PALMEIRAS
Três Passos,RS,Três Passos,TRES PASSOS
Trindade do Sul,RS,Nonoai,TRINDADE DO SUL
Triunfo,RS,Charqueadas - Triunfo - São Jerônimo,TRIUNFO
Tucunduva,RS,Santa Rosa,TUCUNDUVA
Tunas,RS,Sobradinho,TUNAS
Tupanci do Sul,RS,Lagoa Vermelha,TUPANCI DO SUL
Tupanciretã,RS,Cruz Alta,TUPANCIRETA
Tupandi,RS,Novo Hamburgo - São Leopoldo,TUPANDI
Tuparendi,RS,Santa Rosa,TUPARENDI
Turuçu,RS,Pelotas,TURUCU
Ubiretama,RS,Cerro Largo,UBIRETAMA
União da Serra,RS,Nova Prata - Guaporé,UNIAO DA SERRA
Unistalda,RS,Santiago,UNISTALDA
Uruguaiana,RS,Uruguaiana,URUGUAIANA
Vacaria,RS,Vacaria,VACARIA
Vale do Sol,RS,Santa Cruz do Sul,VALE DO SOL
Vale Real,RS,Caxias do Sul,VALE REAL
Vale Verde,RS,Santa Cruz do Sul,VALE VERDE
Vanini,RS,Marau,VANINI
Venâncio Aires,RS,Santa Cruz do Sul,VENANCIO AIRES
Vera Cruz,RS,Santa Cruz do Sul,VERA CRUZ
Veranópolis,RS,Bento Gonçalves,VERANOPOLIS
Vespasiano Corrêa,RS,Encantado,VESPASIANO CORREA
Viadutos,RS,Erechim,VIADUTOS
Viamão,RS,Porto Alegre,VIAMAO
Vicente Dutra,RS,Frederico Westphalen,VICENTE DUTRA
Victor Graeff,RS,Passo Fundo,VICTOR GRAEFF
Vila Flores,RS,Bento Gonçalves,VILA FLORES
Vila Lângaro,RS,Tapejara - Sananduva,VILA LANGARO
Vila Maria,RS,Marau,VILA MARIA
Vila Nova do Sul,RS,São Gabriel - Caçapava do Sul,VILA NOVA DO SUL
Vista Alegre,RS,Frederico Westphalen,VISTA ALEGRE
Vista Alegre do Prata,RS,Nova Prata - Guaporé,VISTA ALEGRE DO PRATA
Vista Gaúcha,RS,Três Passos,VISTA GAUCHA
Vitória das Missões,RS,Santo Ângelo,VITORIA DAS MISSOES
Westfália,RS,Lajeado,WESTFALIA
Xangri-lá,RS,Tramandaí - Osório,XANGRILA
Água Clara,MS,Três Lagoas,AGUA CLARA
Alcinópolis,MS,Coxim,ALCINOPOLIS
Amambai,MS,Amambai,AMAMBAI
Anastácio,MS,Aquidauana - Anastácio,ANASTACIO
Anaurilândia,MS,Nova Andradina,ANAURILANDIA
Angélica,MS,Nova Andradina,ANGELICA
Antônio João,MS,Ponta Porã,ANTONIO JOAO
Aparecida do Taboado,MS,Paranaíba - Chapadão do Sul - Cassilândia,APARECIDA DO TABOADO
Aquidauana,MS,Aquidauana - Anastácio,AQUIDAUANA
Aral Moreira,MS,Ponta Porã,ARAL MOREIRA
Bandeirantes,MS,Campo Grande,BANDEIRANTES
Bataguassu,MS,Três Lagoas,BATAGUASSU
Batayporã,MS,Nova Andradina,BATAYPORA
Bela Vista,MS,Jardim,BELA VISTA
Bodoquena,MS,Aquidauana - Anastácio,BODOQUENA
Bonito,MS,Jardim,BONITO
Brasilândia,MS,Três Lagoas,BRASILANDIA
Caarapó,MS,Dourados,CAARAPO
Camapuã,MS,Campo Grande,CAMAPUA
Campo Grande,MS,Campo Grande,CAMPO GRANDE
Caracol,MS,Jardim,CARACOL
Cassilândia,MS,Paranaíba - Chapadão do Sul - Cassilândia,CASSILANDIA
Chapadão do Sul,MS,Paranaíba - Chapadão do Sul - Cassilândia,CHAPADAO DO SUL
Corguinho,MS,Campo Grande,CORGUINHO
Coronel Sapucaia,MS,Amambai,CORONEL SAPUCAIA
Corumbá,MS,Corumbá,CORUMBA
Costa Rica,MS,Coxim,COSTA RICA
Coxim,MS,Coxim,COXIM
Deodápolis,MS,Dourados,DEODAPOLIS
Dois Irmãos do Buriti,MS,Campo Grande,DOIS IRMAOS DO BURITI
Douradina,MS,Dourados,DOURADINA
Dourados,MS,Dourados,DOURADOS
Eldorado,MS,Naviraí - Mundo Novo,ELDORADO
Fátima do Sul,MS,Dourados,FATIMA DO SUL
Figueirão,MS,Coxim,FIGUEIRAO
Glória de Dourados,MS,Dourados,GLORIA DE DOURADOS
Guia Lopes da Laguna,MS,Jardim,GUIA LOPES DA LAGUNA
Iguatemi,MS,Naviraí - Mundo Novo,IGUATEMI
Inocência,MS,Paranaíba - Chapadão do Sul - Cassilândia,INOCENCIA
Itaporã,MS,Dourados,ITAPORA
Itaquiraí,MS,Naviraí - Mundo Novo,ITAQUIRAI
Ivinhema,MS,Nova Andradina,IVINHEMA
Japorã,MS,Naviraí - Mundo Novo,JAPORA
Jaraguari,MS,Campo Grande,JARAGUARI
Jardim,MS,Jardim,JARDIM
Jateí,MS,Dourados,JATEI
Juti,MS,Dourados,JUTI
Ladário,MS,Corumbá,LADARIO
Laguna Carapã,MS,Dourados,LAGUNA CARAPA
Maracaju,MS,Dourados,MARACAJU
Miranda,MS,Aquidauana - Anastácio,MIRANDA
Mundo Novo,MS,Naviraí - Mundo Novo,MUNDO NOVO
Naviraí,MS,Naviraí - Mundo Novo,NAVIRAI
Nioaque,MS,Jardim,NIOAQUE
Nova Alvorada do Sul,MS,Campo Grande,NOVA ALVORADA DO SUL
Nova Andradina,MS,Nova Andradina,NOVA ANDRADINA
Novo Horizonte do Sul,MS,Nova Andradina,NOVO HORIZONTE DO SUL
Paraíso das Águas,MS,Paranaíba - Chapadão do Sul - Cassilândia,PARAISO DAS AGUAS
Paranaíba,MS,Paranaíba - Chapadão do Sul - Cassilândia,PARANAIBA
Paranhos,MS,Amambai,PARANHOS
Pedro Gomes,MS,Coxim,PEDRO GOMES
Ponta Porã,MS,Ponta Porã,PONTA PORA
Porto Murtinho,MS,Jardim,PORTO MURTINHO
Ribas do Rio Pardo,MS,Campo Grande,RIBAS DO RIO PARDO
Rio Brilhante,MS,Dourados,RIO BRILHANTE
Rio Negro,MS,Campo Grande,RIO NEGRO
Rio Verde de Mato Grosso,MS,Coxim,RIO VERDE DE MATO GROSSO
Rochedo,MS,Campo Grande,ROCHEDO
Santa Rita do Pardo,MS,Três Lagoas,SANTA RITA DO PARDO
São Gabriel do Oeste,MS,Campo Grande,SAO GABRIEL DO OESTE
Selvíria,MS,Três Lagoas,SELVIRIA
Sete Quedas,MS,Amambai,SETE QUEDAS
Sidrolândia,MS,Campo Grande,SIDROLANDIA
Sonora,MS,Coxim,SONORA
Tacuru,MS,Amambai,TACURU
Taquarussu,MS,Nova Andradina,TAQUARUSSU
Terenos,MS,Campo Grande,TERENOS
Três Lagoas,MS,Três Lagoas,TRES LAGOAS
Vicentina,MS,Dourados,VICENTINA
Acorizal,MT,Cuiabá,ACORIZAL
Água Boa,MT,Água Boa,AGUA BOA
Alta Floresta,MT,Alta Floresta,ALTA FLORESTA
Alto Araguaia,MT,Rondonópolis,ALTO ARAGUAIA
Alto Boa Vista,MT,Confresa - Vila Rica,ALTO BOA VISTA
Alto Garças,MT,Rondonópolis,ALTO GARCAS
Alto Paraguai,MT,Diamantino,ALTO PARAGUAI
Alto Taquari,MT,Rondonópolis,ALTO TAQUARI
Apiacás,MT,Alta Floresta,APIACAS
Araguaiana,MT,Barra do Garças,ARAGUAIANA
Araguainha,MT,Rondonópolis,ARAGUAINHA
Araputanga,MT,Mirassol D'oeste,ARAPUTANGA
Arenápolis,MT,Diamantino,ARENAPOLIS
Aripuanã,MT,Juína,ARIPUANA
Barão de Melgaço,MT,Cuiabá,BARAO DE MELGACO
Barra do Bugres,MT,Tangará da Serra,BARRA DO BUGRES
Barra do Garças,MT,Barra do Garças,BARRA DO GARCAS
Boa Esperança do Norte,MT,Sorriso,BOA ESPERANCA DO NORTE
Bom Jesus do Araguaia,MT,Confresa - Vila Rica,BOM JESUS DO ARAGUAIA
Brasnorte,MT,Tangará da Serra,BRASNORTE
Cáceres,MT,Cáceres,CACERES
Campinápolis,MT,Água Boa,CAMPINAPOLIS
Campo Novo do Parecis,MT,Tangará da Serra,CAMPO NOVO DO PARECIS
Campo Verde,MT,Cuiabá,CAMPO VERDE
Campos de Júlio,MT,Pontes e Lacerda - Comodoro,CAMPOS DE JULIO
Canabrava do Norte,MT,Confresa - Vila Rica,CANABRAVA DO NORTE
Canarana,MT,Água Boa,CANARANA
Carlinda,MT,Alta Floresta,CARLINDA
Castanheira,MT,Juína,CASTANHEIRA
Chapada dos Guimarães,MT,Cuiabá,CHAPADA DOS GUIMARAES
Cláudia,MT,Sinop,CLAUDIA
Cocalinho,MT,Água Boa,COCALINHO
Colíder,MT,Sinop,COLIDER
Colniza,MT,Juína,COLNIZA
Comodoro,MT,Pontes e Lacerda - Comodoro,COMODORO
Confresa,MT,Confresa - Vila Rica,CONFRESA
Conquista D'Oeste,MT,Pontes e Lacerda - Comodoro,CONQUISTA DOESTE
Cotriguaçu,MT,Juína,COTRIGUACU
Cuiabá,MT,Cuiabá,CUIABA
Curvelândia,MT,Cáceres,CURVELANDIA
Denise,MT,Tangará da Serra,DENISE
Diamantino,MT,Diamantino,DIAMANTINO
Dom Aquino,MT,Jaciara,DOM AQUINO
Feliz Natal,MT,Sinop,FELIZ NATAL
Figueirópolis D'Oeste,MT,Mirassol D'oeste,FIGUEIROPOLIS DOESTE
Gaúcha do Norte,MT,Água Boa,GAUCHA DO NORTE
General Carneiro,MT,Barra do Garças,GENERAL CARNEIRO
Glória D'Oeste,MT,Mirassol D'oeste,GLORIA DOESTE
Guarantã do Norte,MT,Peixoto de Azevedo - Guarantã do Norte,GUARANTA DO NORTE
Guiratinga,MT,Rondonópolis,GUIRATINGA
Indiavaí,MT,Mirassol D'oeste,INDIAVAI
Ipiranga do Norte,MT,Sorriso,IPIRANGA DO NORTE
Itanhangá,MT,Sorriso,ITANHANGA
Itaúba,MT,Sinop,ITAUBA
Itiquira,MT,Rondonópolis,ITIQUIRA
Jaciara,MT,Jaciara,JACIARA
Jangada,MT,Cuiabá,JANGADA
Jauru,MT,Mirassol D'oeste,JAURU
Juara,MT,Juara,JUARA
Juína,MT,Juína,JUINA
Juruena,MT,Juína,JURUENA
Juscimeira,MT,Jaciara,JUSCIMEIRA
Lambari D'Oeste,MT,Cáceres,LAMBARI DOESTE
Lucas do Rio Verde,MT,Sorriso,LUCAS DO RIO VERDE
Luciara,MT,Confresa - Vila Rica,LUCIARA
Marcelândia,MT,Sinop,MARCELANDIA
Matupá,MT,Peixoto de Azevedo - Guarantã do Norte,MATUPA
Mirassol d'Oeste,MT,Mirassol D'oeste,MIRASSOL DOESTE
Nobres,MT,Cuiabá,NOBRES
Nortelândia,MT,Diamantino,NORTELANDIA
Nossa Senhora do Livramento,MT,Cuiabá,NOSSA SENHORA DO LIVRAMENTO
Nova Bandeirantes,MT,Alta Floresta,NOVA BANDEIRANTES
Nova Brasilândia,MT,Cuiabá,NOVA BRASILANDIA
Nova Canaã do Norte,MT,Sinop,NOVA CANAA DO NORTE
Nova Guarita,MT,Sinop,NOVA GUARITA
Nova Lacerda,MT,Pontes e Lacerda - Comodoro,NOVA LACERDA
Nova Marilândia,MT,Diamantino,NOVA MARILANDIA
Nova Maringá,MT,Diamantino,NOVA MARINGA
Nova Monte Verde,MT,Alta Floresta,NOVA MONTE VERDE
Nova Mutum,MT,Sorriso,NOVA MUTUM
Nova Nazaré,MT,Água Boa,NOVA NAZARE
Nova Olímpia,MT,Tangará da Serra,NOVA OLIMPIA
Nova Santa Helena,MT,Sinop,NOVA SANTA HELENA
Nova Ubiratã,MT,Sorriso,NOVA UBIRATA
Nova Xavantina,MT,Barra do Garças,NOVA XAVANTINA
Novo Horizonte do Norte,MT,Juara,NOVO HORIZONTE DO NORTE
Novo Mundo,MT,Peixoto de Azevedo - Guarantã do Norte,NOVO MUNDO
Novo Santo Antônio,MT,Confresa - Vila Rica,NOVO SANTO ANTONIO
Novo São Joaquim,MT,Barra do Garças,NOVO SAO JOAQUIM
Paranaíta,MT,Alta Floresta,PARANAITA
Paranatinga,MT,Primavera do Leste,PARANATINGA
Pedra Preta,MT,Rondonópolis,PEDRA PRETA
Peixoto de Azevedo,MT,Peixoto de Azevedo - Guarantã do Norte,PEIXOTO DE AZEVEDO
Planalto da Serra,MT,Cuiabá,PLANALTO DA SERRA
Poconé,MT,Cuiabá,POCONE
Pontal do Araguaia,MT,Barra do Garças,PONTAL DO ARAGUAIA
Ponte Branca,MT,Barra do Garças,PONTE BRANCA
Pontes e Lacerda,MT,Pontes e Lacerda - Comodoro,PONTES E LACERDA
Porto Alegre do Norte,MT,Confresa - Vila Rica,PORTO ALEGRE DO NORTE
Porto dos Gaúchos,MT,Juara,PORTO DOS GAUCHOS
Porto Esperidião,MT,Mirassol D'oeste,PORTO ESPERIDIAO
Porto Estrela,MT,Tangará da Serra,PORTO ESTRELA
Poxoréu,MT,Primavera do Leste,POXOREU
Primavera do Leste,MT,Primavera do Leste,PRIMAVERA DO LESTE
Querência,MT,Água Boa,QUERENCIA
Reserva do Cabaçal,MT,Mirassol D'oeste,RESERVA DO CABACAL
Ribeirão Cascalheira,MT,Água Boa,RIBEIRAO CASCALHEIRA
Ribeirãozinho,MT,Barra do Garças,RIBEIRAOZINHO
Rio Branco,MT,Cáceres,RIO BRANCO
Rondolândia,MT,Juína,RONDOLANDIA
Rondonópolis,MT,Rondonópolis,RONDONOPOLIS
Rosário Oeste,MT,Cuiabá,ROSARIO OESTE
Salto do Céu,MT,Cáceres,SALTO DO CEU
Santa Carmem,MT,Sinop,SANTA CARMEM
Santa Cruz do Xingu,MT,Confresa - Vila Rica,SANTA CRUZ DO XINGU
Santa Rita do Trivelato,MT,Sorriso,SANTA RITA DO TRIVELATO
Santa Terezinha,MT,Confresa - Vila Rica,SANTA TEREZINHA
Santo Afonso,MT,Diamantino,SANTO AFONSO
Santo Antônio de Leverger,MT,Cuiabá,SANTO ANTONIO DE LEVERGER
Santo Antônio do Leste,MT,Primavera do Leste,SANTO ANTONIO DO LESTE
São Félix do Araguaia,MT,Confresa - Vila Rica,SAO FELIX DO ARAGUAIA
São José do Povo,MT,Rondonópolis,SAO JOSE DO POVO
São José do Rio Claro,MT,Diamantino,SAO JOSE DO RIO CLARO
São José do Xingu,MT,Confresa - Vila Rica,SAO JOSE DO XINGU
São José dos Quatro Marcos,MT,Mirassol D'oeste,SAO JOSE DOS QUATRO MARCOS
São Pedro da Cipa,MT,Jaciara,SAO PEDRO DA CIPA
Sapezal,MT,Tangará da Serra,SAPEZAL
Serra Nova Dourada,MT,Confresa - Vila Rica,SERRA NOVA DOURADA
Sinop,MT,Sinop,SINOP
Sorriso,MT,Sorriso,SORRISO
Tabaporã,MT,Juara,TABAPORA
Tangará da Serra,MT,Tangará da Serra,TANGARA DA SERRA
Tapurah,MT,Sorriso,TAPURAH
Terra Nova do Norte,MT,Sinop,TERRA NOVA DO NORTE
Tesouro,MT,Rondonópolis,TESOURO
Torixoréu,MT,Barra do Garças,TORIXOREU
União do Sul,MT,Sinop,UNIAO DO SUL
Vale de São Domingos,MT,Pontes e Lacerda - Comodoro,VALE DE SAO DOMINGOS
Várzea Grande,MT,Cuiabá,VARZEA GRANDE
Vera,MT,Sorriso,VERA
Vila Bela da Santíssima Trindade,MT,Pontes e Lacerda - Comodoro,VILA BELA DA SANTISSIMA TRINDADE
Vila Rica,MT,Confresa - Vila Rica,VILA RICA
Abadia de Goiás,GO,Goiânia,ABADIA DE GOIAS
Abadiânia,GO,Anápolis,ABADIANIA
Acreúna,GO,Palmeiras de Goiás,ACREUNA
Adelândia,GO,Inhumas - Itaberaí - Anicuns,ADELANDIA
Água Fria de Goiás,GO,Flores de Goiás,AGUA FRIA DE GOIAS
Água Limpa,GO,Caldas Novas-Morrinhos,AGUA LIMPA
Águas Lindas de Goiás,GO,Águas Lindas de Goiás,AGUAS LINDAS DE GOIAS
Alexânia,GO,Anápolis,ALEXANIA
Aloândia,GO,Itumbiara,ALOANDIA
Alto Horizonte,GO,Uruaçu - Niquelândia,ALTO HORIZONTE
Alto Paraíso de Goiás,GO,Flores de Goiás,ALTO PARAISO DE GOIAS
Alvorada do Norte,GO,Posse-Campos Belos,ALVORADA DO NORTE
Amaralina,GO,Uruaçu - Niquelândia,AMARALINA
Americano do Brasil,GO,Inhumas - Itaberaí - Anicuns,AMERICANO DO BRASIL
Amorinópolis,GO,Iporá,AMORINOPOLIS
Anápolis,GO,Anápolis,ANAPOLIS
Anhanguera,GO,Catalão,ANHANGUERA
Anicuns,GO,Inhumas - Itaberaí - Anicuns,ANICUNS
Aparecida de Goiânia,GO,Goiânia,APARECIDA DE GOIANIA
Aparecida do Rio Doce,GO,Rio Verde,APARECIDA DO RIO DOCE
Aporé,GO,Jataí-Mineiros,APORE
Araçu,GO,Inhumas - Itaberaí - Anicuns,ARACU
Aragarças,GO,Iporá,ARAGARCAS
Aragoiânia,GO,Goiânia,ARAGOIANIA
Araguapaz,GO,Goiás - Itapuranga,ARAGUAPAZ
Arenópolis,GO,Iporá,ARENOPOLIS
Aruanã,GO,Goiás - Itapuranga,ARUANA
Aurilândia,GO,São Luís de Montes Belos,AURILANDIA
Avelinópolis,GO,Inhumas - Itaberaí - Anicuns,AVELINOPOLIS
Baliza,GO,Iporá,BALIZA
Barro Alto,GO,Ceres - Rialma - Goianésia,BARRO ALTO
Bela Vista de Goiás,GO,Goiânia,BELA VISTA DE GOIAS
Bom Jardim de Goiás,GO,Iporá,BOM JARDIM DE GOIAS
Bom Jesus de Goiás,GO,Itumbiara,BOM JESUS DE GOIAS
Bonfinópolis,GO,Goiânia,BONFINOPOLIS
Bonópolis,GO,Porangatu,BONOPOLIS
Brazabrantes,GO,Goiânia,BRAZABRANTES
Britânia,GO,Goiás - Itapuranga,BRITANIA
Buriti Alegre,GO,Itumbiara,BURITI ALEGRE
Buriti de Goiás,GO,São Luís de Montes Belos,BURITI DE GOIAS
Buritinópolis,GO,Posse-Campos Belos,BURITINOPOLIS
Cabeceiras,GO,Águas Lindas de Goiás,CABECEIRAS
Cachoeira Alta,GO,Rio Verde,CACHOEIRA ALTA
Cachoeira de Goiás,GO,São Luís de Montes Belos,CACHOEIRA DE GOIAS
Cachoeira Dourada,GO,Itumbiara,CACHOEIRA DOURADA
Caçu,GO,Rio Verde,CACU
Caiapônia,GO,Jataí-Mineiros,CAIAPONIA
Caldas Novas,GO,Caldas Novas-Morrinhos,CALDAS NOVAS
Caldazinha,GO,Goiânia,CALDAZINHA
Campestre de Goiás,GO,Palmeiras de Goiás,CAMPESTRE DE GOIAS
Campinaçu,GO,Porangatu,CAMPINACU
Campinorte,GO,Uruaçu - Niquelândia,CAMPINORTE
Campo Alegre de Goiás,GO,Catalão,CAMPO ALEGRE DE GOIAS
Campo Limpo de Goiás,GO,Anápolis,CAMPO LIMPO DE GOIAS
Campos Belos,GO,Posse-Campos Belos,CAMPOS BELOS
Campos Verdes,GO,Ceres - Rialma - Goianésia,CAMPOS VERDES
Carmo do Rio Verde,GO,Ceres - Rialma - Goianésia,CARMO DO RIO VERDE
Castelândia,GO,Rio Verde,CASTELANDIA
Catalão,GO,Catalão,CATALAO
Caturaí,GO,Goiânia,CATURAI
Cavalcante,GO,Flores de Goiás,CAVALCANTE
Ceres,GO,Ceres - Rialma - Goianésia,CERES
Cezarina,GO,Palmeiras de Goiás,CEZARINA
Chapadão do Céu,GO,Jataí-Mineiros,CHAPADAO DO CEU
Cidade Ocidental,GO,Luziânia,CIDADE OCIDENTAL
Cocalzinho de Goiás,GO,Águas Lindas de Goiás,COCALZINHO DE GOIAS
Colinas do Sul,GO,Uruaçu - Niquelândia,COLINAS DO SUL
Córrego do Ouro,GO,São Luís de Montes Belos,CORREGO DO OURO
Corumbá de Goiás,GO,Anápolis,CORUMBA DE GOIAS
Corumbaíba,GO,Caldas Novas-Morrinhos,CORUMBAIBA
Cristalina,GO,Luziânia,CRISTALINA
Cristianópolis,GO,Piracanjuba,CRISTIANOPOLIS
Crixás,GO,Ceres - Rialma - Goianésia,CRIXAS
Cromínia,GO,Piracanjuba,CROMINIA
Cumari,GO,Catalão,CUMARI
Damianópolis,GO,Posse-Campos Belos,DAMIANOPOLIS
Damolândia,GO,Inhumas - Itaberaí - Anicuns,DAMOLANDIA
Davinópolis,GO,Catalão,DAVINOPOLIS
Diorama,GO,Iporá,DIORAMA
Divinópolis de Goiás,GO,Posse-Campos Belos,DIVINOPOLIS DE GOIAS
Doverlândia,GO,Jataí-Mineiros,DOVERLANDIA
Edealina,GO,Piracanjuba,EDEALINA
Edéia,GO,Palmeiras de Goiás,EDEIA
Estrela do Norte,GO,Porangatu,ESTRELA DO NORTE
Faina,GO,Goiás - Itapuranga,FAINA
Fazenda Nova,GO,São Luís de Montes Belos,FAZENDA NOVA
Firminópolis,GO,Palmeiras de Goiás,FIRMINOPOLIS
Flores de Goiás,GO,Flores de Goiás,FLORES DE GOIAS
Formosa,GO,Águas Lindas de Goiás,FORMOSA
Formoso,GO,Porangatu,FORMOSO
Gameleira de Goiás,GO,Anápolis,GAMELEIRA DE GOIAS
Goianápolis,GO,Anápolis,GOIANAPOLIS
Goiandira,GO,Catalão,GOIANDIRA
Goianésia,GO,Ceres - Rialma - Goianésia,GOIANESIA
Goiânia,GO,Goiânia,GOIANIA
Goianira,GO,Goiânia,GOIANIRA
Goiás,GO,Goiás - Itapuranga,GOIAS
Goiatuba,GO,Itumbiara,GOIATUBA
Gouvelândia,GO,Quirinópolis,GOUVELANDIA
Guapó,GO,Goiânia,GUAPO
Guaraíta,GO,Goiás - Itapuranga,GUARAITA
Guarani de Goiás,GO,Posse-Campos Belos,GUARANI DE GOIAS
Guarinos,GO,Ceres - Rialma - Goianésia,GUARINOS
Heitoraí,GO,Inhumas - Itaberaí - Anicuns,HEITORAI
Hidrolândia,GO,Goiânia,HIDROLANDIA
Hidrolina,GO,Uruaçu - Niquelândia,HIDROLINA
Iaciara,GO,Posse-Campos Belos,IACIARA
Inaciolândia,GO,Quirinópolis,INACIOLANDIA
Indiara,GO,Palmeiras de Goiás,INDIARA
Inhumas,GO,Inhumas - Itaberaí - Anicuns,INHUMAS
Ipameri,GO,Catalão,IPAMERI
Ipiranga de Goiás,GO,Ceres - Rialma - Goianésia,IPIRANGA DE GOIAS
Iporá,GO,Iporá,IPORA
Israelândia,GO,Iporá,ISRAELANDIA
Itaberaí,GO,Inhumas - Itaberaí - Anicuns,ITABERAI
Itaguari,GO,Inhumas - Itaberaí - Anicuns,ITAGUARI
Itaguaru,GO,Inhumas - Itaberaí - Anicuns,ITAGUARU
Itajá,GO,Rio Verde,ITAJA
Itapaci,GO,Ceres - Rialma - Goianésia,ITAPACI
Itapirapuã,GO,Goiás - Itapuranga,ITAPIRAPUA
Itapuranga,GO,Goiás - Itapuranga,ITAPURANGA
Itarumã,GO,Rio Verde,ITARUMA
Itauçu,GO,Inhumas - Itaberaí - Anicuns,ITAUCU
Itumbiara,GO,Itumbiara,ITUMBIARA
Ivolândia,GO,São Luís de Montes Belos,IVOLANDIA
Jandaia,GO,Palmeiras de Goiás,JANDAIA
Jaraguá,GO,Anápolis,JARAGUA
Jataí,GO,Jataí-Mineiros,JATAI
Jaupaci,GO,Iporá,JAUPACI
Jesúpolis,GO,Anápolis,JESUPOLIS
Joviânia,GO,Itumbiara,JOVIANIA
Jussara,GO,Goiás - Itapuranga,JUSSARA
Lagoa Santa,GO,Rio Verde,LAGOA SANTA
Leopoldo de Bulhões,GO,Anápolis,LEOPOLDO DE BULHOES
Luziânia,GO,Luziânia,LUZIANIA
Mairipotaba,GO,Piracanjuba,MAIRIPOTABA
Mambaí,GO,Posse-Campos Belos,MAMBAI
Mara Rosa,GO,Uruaçu - Niquelândia,MARA ROSA
Marzagão,GO,Caldas Novas-Morrinhos,MARZAGAO
Matrinchã,GO,Goiás - Itapuranga,MATRINCHA
Maurilândia,GO,Rio Verde,MAURILANDIA
Mimoso de Goiás,GO,Águas Lindas de Goiás,MIMOSO DE GOIAS
Minaçu,GO,Porangatu,MINACU
Mineiros,GO,Jataí-Mineiros,MINEIROS
Moiporá,GO,São Luís de Montes Belos,MOIPORA
Monte Alegre de Goiás,GO,Posse-Campos Belos,MONTE ALEGRE DE GOIAS
Montes Claros de Goiás,GO,Iporá,MONTES CLAROS DE GOIAS
Montividiu,GO,Rio Verde,MONTIVIDIU
Montividiu do Norte,GO,Porangatu,MONTIVIDIU DO NORTE
Morrinhos,GO,Caldas Novas-Morrinhos,MORRINHOS
Morro Agudo de Goiás,GO,Ceres - Rialma - Goianésia,MORRO AGUDO DE GOIAS
Mossâmedes,GO,Goiás - Itapuranga,MOSSAMEDES
Mozarlândia,GO,Goiás - Itapuranga,MOZARLANDIA
Mundo Novo,GO,Porangatu,MUNDO NOVO
Mutunópolis,GO,Porangatu,MUTUNOPOLIS
